Price,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Datetime,,,,,
2026-08-24 00:00:00-04:00,29279.25,29281.25,29270.75,29272.25,0
2026-08-24 00:01:00-04:00,29269.75,29279.0,29268.25,29279.0,100
2026-08-24 00:02:00-04:00,29277.0,29277.0,29271.5,29272.5,32
2026-08-24 00:03:00-04:00,29277.0,29278.5,29274.0,29275.75,36
2026-08-24 00:04:00-04:00,29279.25,29280.25,29270.0,29275.0,56
2026-08-24 00:05:00-04:00,29277.75,29280.75,29276.0,29278.75,16
2026-08-24 00:06:00-04:00,29271.5,29278.75,29271.0,29277.5,30
2026-08-24 00:07:00-04:00,29280.25,29281.5,29273.25,29273.25,39
2026-08-24 00:08:00-04:00,29274.5,29280.75,29274.5,29279.5,28
2026-08-24 00:09:00-04:00,29272.75,29276.5,29272.0,29273.5,42
2026-08-24 00:10:00-04:00,29280.5,29280.5,29274.5,29276.0,60
2026-08-24 00:11:00-04:00,29278.0,29283.0,29276.75,29279.25,56
2026-08-24 00:12:00-04:00,29287.75,29288.25,29280.25,29280.25,74
2026-08-24 00:13:00-04:00,29288.0,29298.0,29287.25,29288.0,244
2026-08-24 00:14:00-04:00,29299.0,29299.0,29284.75,29288.0,74
2026-08-24 00:15:00-04:00,29296.0,29300.75,29291.25,29299.0,167
2026-08-24 00:16:00-04:00,29295.5,29296.5,29291.5,29296.5,42
2026-08-24 00:17:00-04:00,29294.75,29298.5,29292.5,29296.5,31
2026-08-24 00:18:00-04:00,29292.25,29295.5,29289.0,29295.0,44
2026-08-24 00:19:00-04:00,29290.0,29292.5,29284.25,29292.5,49
2026-08-24 00:20:00-04:00,29300.0,29300.0,29291.0,29291.5,117
2026-08-24 00:21:00-04:00,29296.5,29299.75,29288.75,29299.5,145
2026-08-24 00:22:00-04:00,29288.5,29298.75,29288.5,29296.5,51
2026-08-24 00:23:00-04:00,29286.0,29290.75,29283.25,29290.25,44
2026-08-24 00:24:00-04:00,29277.25,29285.0,29274.5,29284.75,77
2026-08-24 00:25:00-04:00,29287.5,29289.75,29276.25,29276.75,123
2026-08-24 00:26:00-04:00,29283.5,29293.25,29280.75,29285.0,208
2026-08-24 00:27:00-04:00,29275.25,29283.75,29272.5,29283.75,75
2026-08-24 00:28:00-04:00,29287.25,29289.25,29271.25,29274.75,108
2026-08-24 00:29:00-04:00,29292.0,29292.75,29282.0,29286.0,76
2026-08-24 00:30:00-04:00,29291.0,29299.25,29289.25,29292.25,102
2026-08-24 00:31:00-04:00,29288.25,29296.5,29284.75,29293.0,51
2026-08-24 00:32:00-04:00,29290.75,29290.75,29283.0,29288.75,19
2026-08-24 00:33:00-04:00,29284.0,29293.25,29279.25,29292.0,92
2026-08-24 00:34:00-04:00,29287.0,29292.0,29282.25,29282.25,42
2026-08-24 00:35:00-04:00,29282.75,29288.75,29276.5,29287.0,64
2026-08-24 00:36:00-04:00,29282.5,29284.0,29276.5,29281.75,45
2026-08-24 00:37:00-04:00,29286.75,29287.0,29282.0,29283.75,51
2026-08-24 00:38:00-04:00,29289.0,29289.25,29284.0,29288.0,49
2026-08-24 00:39:00-04:00,29286.75,29293.0,29285.75,29287.25,174
2026-08-24 00:40:00-04:00,29285.25,29286.5,29282.0,29286.25,32
2026-08-24 00:41:00-04:00,29291.75,29292.0,29282.5,29282.5,35
2026-08-24 00:42:00-04:00,29284.5,29289.0,29283.5,29289.0,24
2026-08-24 00:43:00-04:00,29292.25,29294.0,29285.25,29286.5,41
2026-08-24 00:44:00-04:00,29299.25,29299.5,29290.0,29290.5,128
2026-08-24 00:45:00-04:00,29300.75,29302.25,29297.25,29299.25,117
2026-08-24 00:46:00-04:00,29300.0,29304.0,29292.0,29301.0,125
2026-08-24 00:47:00-04:00,29293.5,29299.0,29290.0,29298.75,66
2026-08-24 00:48:00-04:00,29289.75,29297.25,29287.25,29295.25,58
2026-08-24 00:49:00-04:00,29287.0,29290.25,29285.75,29290.25,46
2026-08-24 00:50:00-04:00,29286.5,29292.75,29286.5,29291.75,39
2026-08-24 00:51:00-04:00,29284.75,29287.75,29280.25,29286.0,46
2026-08-24 00:52:00-04:00,29281.25,29287.75,29280.5,29284.75,56
2026-08-24 00:53:00-04:00,29279.75,29284.0,29279.75,29281.75,34
2026-08-24 00:54:00-04:00,29274.75,29280.25,29272.25,29279.0,123
2026-08-24 00:55:00-04:00,29268.75,29276.75,29268.0,29275.25,98
2026-08-24 00:56:00-04:00,29267.75,29270.75,29265.25,29267.5,73
2026-08-24 00:57:00-04:00,29265.0,29271.5,29263.5,29268.25,69
2026-08-24 00:58:00-04:00,29266.25,29267.5,29263.0,29265.75,45
2026-08-24 00:59:00-04:00,29265.75,29268.25,29265.25,29267.75,61
2026-08-24 01:00:00-04:00,29271.75,29274.75,29265.0,29265.5,88
2026-08-24 01:01:00-04:00,29270.5,29275.75,29263.75,29270.0,63
2026-08-24 01:02:00-04:00,29267.0,29273.5,29266.25,29270.25,34
2026-08-24 01:03:00-04:00,29267.5,29274.75,29267.25,29269.0,44
2026-08-24 01:04:00-04:00,29267.75,29270.75,29261.25,29267.75,154
2026-08-24 01:05:00-04:00,29288.0,29291.25,29266.75,29266.75,195
2026-08-24 01:06:00-04:00,29293.75,29297.25,29287.0,29287.75,177
2026-08-24 01:07:00-04:00,29290.25,29295.25,29278.25,29295.25,135
