Price,Close,High,Low,Open,Volume
Ticker,ES=F,ES=F,ES=F,ES=F,ES=F
Datetime,,,,,
2026-08-24 00:00:00-04:00,7683.5,7684.25,7682.75,7683.0,0
2026-08-24 00:01:00-04:00,7682.75,7683.75,7682.5,7683.75,146
2026-08-24 00:02:00-04:00,7683.25,7683.25,7682.75,7682.75,44
2026-08-24 00:03:00-04:00,7683.5,7683.5,7683.0,7683.25,74
2026-08-24 00:04:00-04:00,7683.75,7683.75,7682.5,7683.25,89
2026-08-24 00:05:00-04:00,7683.5,7683.75,7683.25,7683.5,29
2026-08-24 00:06:00-04:00,7682.25,7683.5,7682.25,7683.25,85
2026-08-24 00:07:00-04:00,7683.0,7683.5,7682.5,7682.5,56
2026-08-24 00:08:00-04:00,7682.25,7683.0,7682.25,7683.0,22
2026-08-24 00:09:00-04:00,7682.25,7682.75,7681.75,7682.25,143
2026-08-24 00:10:00-04:00,7682.5,7682.75,7682.25,7682.25,67
2026-08-24 00:11:00-04:00,7683.0,7683.25,7682.5,7682.75,91
2026-08-24 00:12:00-04:00,7683.75,7684.0,7683.0,7683.0,114
2026-08-24 00:13:00-04:00,7683.5,7684.75,7683.5,7683.75,176
2026-08-24 00:14:00-04:00,7684.5,7684.5,7683.0,7683.25,84
2026-08-24 00:15:00-04:00,7684.25,7685.0,7684.0,7684.75,163
2026-08-24 00:16:00-04:00,7684.0,7684.0,7683.5,7684.0,85
2026-08-24 00:17:00-04:00,7684.0,7684.25,7683.75,7684.0,61
2026-08-24 00:18:00-04:00,7683.75,7684.25,7683.0,7684.0,149
2026-08-24 00:19:00-04:00,7683.5,7683.75,7682.75,7683.5,76
2026-08-24 00:20:00-04:00,7684.75,7684.75,7683.75,7683.75,131
2026-08-24 00:21:00-04:00,7684.25,7685.0,7683.75,7684.75,92
2026-08-24 00:22:00-04:00,7683.0,7684.5,7683.0,7684.0,89
2026-08-24 00:23:00-04:00,7682.5,7683.25,7682.25,7683.0,95
2026-08-24 00:24:00-04:00,7681.5,7682.75,7681.25,7682.5,141
