Price,Close,High,Low,Open,Volume
Ticker,MNQ=F,MNQ=F,MNQ=F,MNQ=F,MNQ=F
Datetime,,,,,
2026-08-24 00:00:00-04:00,29278.5,29281.25,29271.0,29271.75,0
2026-08-24 00:01:00-04:00,29270.5,29279.0,29269.0,29279.0,749
2026-08-24 00:02:00-04:00,29275.75,29276.5,29269.75,29270.25,401
2026-08-24 00:03:00-04:00,29275.25,29280.25,29273.25,29275.75,367
2026-08-24 00:04:00-04:00,29279.5,29280.5,29269.75,29275.0,526
2026-08-24 00:05:00-04:00,29277.0,29280.75,29276.25,29279.25,239
2026-08-24 00:06:00-04:00,29271.5,29279.0,29269.75,29276.75,379
2026-08-24 00:07:00-04:00,29280.0,29281.5,29271.75,29271.75,398
2026-08-24 00:08:00-04:00,29275.0,29281.5,29273.0,29281.5,257
2026-08-24 00:09:00-04:00,29273.25,29279.5,29271.25,29274.75,397
2026-08-24 00:10:00-04:00,29279.75,29280.75,29273.0,29273.75,379
2026-08-24 00:11:00-04:00,29280.5,29284.0,29276.0,29279.5,494
2026-08-24 00:12:00-04:00,29287.5,29288.75,29279.75,29280.75,626
2026-08-24 00:13:00-04:00,29288.25,29297.75,29286.5,29287.25,1210
2026-08-24 00:14:00-04:00,29298.0,29299.25,29284.5,29286.5,589
2026-08-24 00:15:00-04:00,29296.25,29300.75,29290.75,29298.75,950
2026-08-24 00:16:00-04:00,29296.25,29297.25,29292.0,29296.0,375
2026-08-24 00:17:00-04:00,29294.5,29299.0,29291.0,29295.75,303
2026-08-24 00:18:00-04:00,29292.25,29294.75,29288.25,29294.75,502
2026-08-24 00:19:00-04:00,29291.0,29291.75,29284.5,29291.75,511
2026-08-24 00:20:00-04:00,29299.5,29301.0,29290.5,29291.25,710
2026-08-24 00:21:00-04:00,29295.75,29299.75,29288.75,29299.5,778
2026-08-24 00:22:00-04:00,29288.25,29299.0,29287.75,29296.75,416
2026-08-24 00:23:00-04:00,29284.5,29291.5,29282.5,29288.25,517
2026-08-24 00:24:00-04:00,29277.25,29285.75,29274.25,29285.0,891
2026-08-24 00:25:00-04:00,29286.0,29289.25,29276.0,29277.5,1011
2026-08-24 00:26:00-04:00,29282.75,29293.5,29280.25,29286.0,1405
2026-08-24 00:27:00-04:00,29274.0,29284.0,29272.25,29282.75,914
2026-08-24 00:28:00-04:00,29287.25,29288.75,29271.0,29274.25,703
2026-08-24 00:29:00-04:00,29291.0,29293.25,29282.0,29287.0,791
2026-08-24 00:30:00-04:00,29292.0,29299.25,29288.5,29291.75,684
2026-08-24 00:31:00-04:00,29288.5,29297.0,29282.5,29292.25,612
2026-08-24 00:32:00-04:00,29291.75,29292.5,29283.0,29288.25,329
2026-08-24 00:33:00-04:00,29283.25,29293.25,29279.25,29291.5,838
2026-08-24 00:34:00-04:00,29286.25,29292.75,29282.5,29283.5,389
2026-08-24 00:35:00-04:00,29282.5,29288.75,29276.75,29286.0,632
2026-08-24 00:36:00-04:00,29282.75,29284.75,29275.5,29281.75,421
2026-08-24 00:37:00-04:00,29287.75,29287.75,29282.25,29283.0,307
2026-08-24 00:38:00-04:00,29288.25,29289.5,29282.75,29287.25,421
2026-08-24 00:39:00-04:00,29287.0,29293.0,29284.75,29287.5,843
2026-08-24 00:40:00-04:00,29283.25,29287.5,29281.25,29286.25,332
2026-08-24 00:41:00-04:00,29290.75,29292.25,29282.5,29283.75,285
2026-08-24 00:42:00-04:00,29286.0,29290.0,29282.25,29290.0,234
2026-08-24 00:43:00-04:00,29291.75,29293.25,29285.0,29285.0,248
2026-08-24 00:44:00-04:00,29299.75,29301.25,29289.25,29290.75,968
2026-08-24 00:45:00-04:00,29300.5,29301.75,29298.0,29299.75,623
2026-08-24 00:46:00-04:00,29299.25,29303.75,29292.0,29300.75,771
2026-08-24 00:47:00-04:00,29294.0,29299.25,29289.5,29299.25,528
2026-08-24 00:48:00-04:00,29289.0,29297.25,29285.75,29294.5,505
2026-08-24 00:49:00-04:00,29285.5,29290.25,29285.0,29289.75,392
2026-08-24 00:50:00-04:00,29286.5,29292.75,29285.75,29285.75,488
2026-08-24 00:51:00-04:00,29285.0,29288.0,29280.75,29286.25,522
2026-08-24 00:52:00-04:00,29280.25,29288.5,29280.25,29284.5,412
2026-08-24 00:53:00-04:00,29278.75,29284.0,29278.75,29281.0,300
2026-08-24 00:54:00-04:00,29274.75,29280.5,29271.75,29278.75,681
2026-08-24 00:55:00-04:00,29268.25,29277.0,29267.75,29275.0,660
2026-08-24 00:56:00-04:00,29268.0,29270.25,29265.0,29268.0,623
2026-08-24 00:57:00-04:00,29265.0,29272.5,29263.25,29268.25,638
2026-08-24 00:58:00-04:00,29268.0,29268.0,29263.5,29265.5,511
2026-08-24 00:59:00-04:00,29266.25,29269.25,29265.0,29267.25,323
2026-08-24 01:00:00-04:00,29271.0,29275.0,29265.0,29266.25,884
2026-08-24 01:01:00-04:00,29270.25,29275.25,29262.25,29270.5,626
2026-08-24 01:02:00-04:00,29268.25,29273.5,29265.5,29270.5,389
2026-08-24 01:03:00-04:00,29268.0,29274.0,29266.75,29269.25,414
2026-08-24 01:04:00-04:00,29267.0,29270.75,29262.5,29269.0,685
2026-08-24 01:05:00-04:00,29287.0,29291.25,29266.25,29266.75,1082
2026-08-24 01:06:00-04:00,29294.5,29297.75,29286.75,29287.5,1315
2026-08-24 01:07:00-04:00,29290.25,29295.25,29279.25,29294.25,961
2026-08-24 01:08:00-04:00,29291.75,29297.25,29284.0,29290.5,601
2026-08-24 01:09:00-04:00,29288.25,29293.0,29287.25,29291.75,376
2026-08-24 01:10:00-04:00,29289.5,29293.5,29281.75,29288.5,448
2026-08-24 01:11:00-04:00,29294.25,29295.5,29285.75,29289.75,344
2026-08-24 01:12:00-04:00,29287.25,29295.0,29286.25,29294.75,280
2026-08-24 01:13:00-04:00,29284.75,29288.0,29283.5,29287.5,291
2026-08-24 01:14:00-04:00,29293.0,29295.25,29282.75,29284.5,462
2026-08-24 01:15:00-04:00,29277.5,29293.5,29276.75,29293.5,762
2026-08-24 01:16:00-04:00,29275.5,29281.0,29274.25,29277.75,443
2026-08-24 01:17:00-04:00,29278.25,29282.25,29275.25,29275.25,377
2026-08-24 01:18:00-04:00,29280.0,29281.25,29275.0,29277.5,255
2026-08-24 01:19:00-04:00,29267.0,29280.25,29264.5,29280.0,790
2026-08-24 01:20:00-04:00,29268.0,29270.0,29263.5,29266.75,685
2026-08-24 01:21:00-04:00,29266.75,29270.75,29264.25,29268.0,398
2026-08-24 01:22:00-04:00,29267.0,29267.75,29263.75,29267.5,245
2026-08-24 01:23:00-04:00,29261.5,29268.75,29258.75,29266.5,1404
2026-08-24 01:24:00-04:00,29258.25,29266.75,29257.75,29262.5,624
2026-08-24 01:25:00-04:00,29258.0,29260.25,29255.25,29258.25,921
2026-08-24 01:26:00-04:00,29258.5,29260.5,29256.75,29258.0,304
2026-08-24 01:27:00-04:00,29256.25,29260.0,29253.75,29258.0,421
2026-08-24 01:28:00-04:00,29250.75,29257.0,29247.25,29256.25,1297
2026-08-24 01:29:00-04:00,29247.75,29253.0,29247.75,29251.25,600
2026-08-24 01:30:00-04:00,29241.5,29250.25,29240.5,29247.5,1072
2026-08-24 01:31:00-04:00,29232.25,29244.5,29231.25,29241.5,1628
2026-08-24 01:32:00-04:00,29228.5,29234.75,29228.25,29232.0,1010
2026-08-24 01:33:00-04:00,29225.25,29230.5,29220.5,29229.0,1749
2026-08-24 01:34:00-04:00,29218.75,29226.5,29207.75,29226.0,2253
2026-08-24 01:35:00-04:00,29215.0,29220.25,29211.0,29219.0,1062
2026-08-24 01:36:00-04:00,29225.0,29229.75,29210.25,29215.0,1196
2026-08-24 01:37:00-04:00,29232.0,29234.0,29222.75,29225.25,983
2026-08-24 01:38:00-04:00,29249.5,29250.0,29230.75,29231.5,1699
2026-08-24 01:39:00-04:00,29233.0,29256.0,29232.5,29249.25,1759
2026-08-24 01:40:00-04:00,29257.25,29258.0,29233.0,29233.5,1207
2026-08-24 01:41:00-04:00,29260.75,29266.75,29254.75,29256.5,1562
2026-08-24 01:42:00-04:00,29244.25,29263.0,29239.0,29260.75,1541
2026-08-24 01:43:00-04:00,29249.25,29253.5,29240.25,29244.25,774
2026-08-24 01:44:00-04:00,29238.75,29255.0,29237.25,29248.5,728
2026-08-24 01:45:00-04:00,29243.0,29246.5,29234.75,29238.25,661
2026-08-24 01:46:00-04:00,29237.25,29243.5,29234.25,29242.25,392
2026-08-24 01:47:00-04:00,29231.0,29239.0,29226.25,29238.0,967
2026-08-24 01:48:00-04:00,29222.25,29234.0,29219.75,29230.75,893
2026-08-24 01:49:00-04:00,29225.75,29227.25,29220.0,29223.0,482
2026-08-24 01:50:00-04:00,29221.0,29236.25,29218.25,29225.25,1243
2026-08-24 01:51:00-04:00,29226.75,29231.0,29221.0,29221.5,598
2026-08-24 01:52:00-04:00,29226.5,29229.75,29221.25,29226.75,510
2026-08-24 01:53:00-04:00,29219.5,29228.5,29218.25,29227.25,602
2026-08-24 01:54:00-04:00,29215.25,29227.75,29214.0,29219.5,856
